season,league_name,home_team_api_id,away_team_api_id,result
2013/2014,Germany 1. Bundesliga,8165,8358,Away Win
2013/2014,Germany 1. Bundesliga,8226,9823,Away Win
2013/2014,Germany 1. Bundesliga,8406,9905,Home Win
2013/2014,Germany 1. Bundesliga,9790,9788,Away Win
2013/2014,Germany 1. Bundesliga,9776,8178,Home Win
2013/2014,Germany 1. Bundesliga,9810,8721,Away Win
2013/2014,Germany 1. Bundesliga,8177,10189,Away Win
2013/2014,Germany 1. Bundesliga,9823,8406,Home Win
2013/2014,Germany 1. Bundesliga,10189,8697,Home Win
2013/2014,Germany 1. Bundesliga,9788,8165,Home Win
2013/2014,Germany 1. Bundesliga,8178,9790,Home Win
2013/2014,Germany 1. Bundesliga,9904,9776,Draw
2013/2014,Germany 1. Bundesliga,8721,9789,Home Win
2013/2014,Germany 1. Bundesliga,8226,8177,Away Win
2013/2014,Germany 1. Bundesliga,8358,10269,Away Win
2013/2014,Germany 1. Bundesliga,9905,9810,Home Win
2013/2014,Germany 1. Bundesliga,9789,9823,Away Win
2013/2014,Germany 1. Bundesliga,10269,9788,Away Win
2013/2014,Germany 1. Bundesliga,8697,9905,Away Win
2013/2014,Germany 1. Bundesliga,8165,8721,Draw
2013/2014,Germany 1. Bundesliga,8406,8226,Home Win
2013/2014,Germany 1. Bundesliga,9790,9904,Home Win
2013/2014,Germany 1. Bundesliga,9776,8358,Away Win
2013/2014,Germany 1. Bundesliga,9810,10189,Draw
2013/2014,Germany 1. Bundesliga,8177,8178,Away Win
2013/2014,Germany 1. Bundesliga,9823,9776,Home Win
2013/2014,Germany 1. Bundesliga,10189,10269,Home Win
2013/2014,Germany 1. Bundesliga,9788,8358,Home Win
2013/2014,Germany 1. Bundesliga,8178,8165,Home Win
2013/2014,Germany 1. Bundesliga,9904,9810,Home Win
2013/2014,Germany 1. Bundesliga,8721,9790,Draw
2013/2014,Germany 1. Bundesliga,8226,8697,Draw
2013/2014,Germany 1. Bundesliga,9905,9789,Away Win
2013/2014,Germany 1. Bundesliga,8177,8406,Draw
2013/2014,Germany 1. Bundesliga,9789,8178,Away Win
2013/2014,Germany 1. Bundesliga,9788,10189,Home Win
2013/2014,Germany 1. Bundesliga,10269,9904,Home Win
2013/2014,Germany 1. Bundesliga,8697,9823,Away Win
2013/2014,Germany 1. Bundesliga,8165,9905,Draw
2013/2014,Germany 1. Bundesliga,8358,8721,Away Win
2013/2014,Germany 1. Bundesliga,9790,8406,Away Win
2013/2014,Germany 1. Bundesliga,9776,8177,Away Win
2013/2014,Germany 1. Bundesliga,9810,8226,Away Win
2013/2014,Germany 1. Bundesliga,9823,9790,Home Win
2013/2014,Germany 1. Bundesliga,10189,8358,Home Win
2013/2014,Germany 1. Bundesliga,8178,9810,Away Win
2013/2014,Germany 1. Bundesliga,9904,8165,Draw
2013/2014,Germany 1. Bundesliga,8721,10269,Home Win
2013/2014,Germany 1. Bundesliga,8226,9789,Draw
2013/2014,Germany 1. Bundesliga,9905,9788,Draw
2013/2014,Germany 1. Bundesliga,8406,9776,Home Win
2013/2014,Germany 1. Bundesliga,8177,8697,Home Win
2013/2014,Germany 1. Bundesliga,9789,8177,Away Win
2013/2014,Germany 1. Bundesliga,9788,8721,Draw
2013/2014,Germany 1. Bundesliga,8697,8178,Home Win
2013/2014,Germany 1. Bundesliga,8165,10189,Draw
2013/2014,Germany 1. Bundesliga,8358,9904,Home Win
2013/2014,Germany 1. Bundesliga,9790,9905,Away Win
2013/2014,Germany 1. Bundesliga,9776,8226,Home Win
2013/2014,Germany 1. Bundesliga,9810,8406,Draw
2013/2014,Germany 1. Bundesliga,10269,9823,Away Win
2013/2014,Germany 1. Bundesliga,9789,8406,Draw
2013/2014,Germany 1. Bundesliga,9788,9823,Away Win
2013/2014,Germany 1. Bundesliga,10269,9905,Away Win
2013/2014,Germany 1. Bundesliga,8721,9904,Away Win
2013/2014,Germany 1. Bundesliga,8697,9776,Draw
2013/2014,Germany 1. Bundesliga,8165,8226,Home Win
2013/2014,Germany 1. Bundesliga,8358,8178,Home Win
2013/2014,Germany 1. Bundesliga,9790,10189,Away Win
2013/2014,Germany 1. Bundesliga,9810,8177,Home Win
2013/2014,Germany 1. Bundesliga,9823,9810,Home Win
2013/2014,Germany 1. Bundesliga,10189,8721,Home Win
2013/2014,Germany 1. Bundesliga,8178,10269,Home Win
2013/2014,Germany 1. Bundesliga,9904,9788,Home Win
2013/2014,Germany 1. Bundesliga,8226,9790,Home Win
2013/2014,Germany 1. Bundesliga,9905,8358,Home Win
2013/2014,Germany 1. Bundesliga,8406,8697,Home Win
2013/2014,Germany 1. Bundesliga,9776,9789,Away Win
2013/2014,Germany 1. Bundesliga,8177,8165,Away Win
2013/2014,Germany 1. Bundesliga,9789,9776,Home Win
2013/2014,Germany 1. Bundesliga,9788,9904,Home Win
2013/2014,Germany 1. Bundesliga,10269,8178,Away Win
2013/2014,Germany 1. Bundesliga,8721,10189,Home Win
2013/2014,Germany 1. Bundesliga,8697,8406,Home Win
2013/2014,Germany 1. Bundesliga,8165,8177,Draw
2013/2014,Germany 1. Bundesliga,8358,9905,Away Win
2013/2014,Germany 1. Bundesliga,9790,8226,Away Win
2013/2014,Germany 1. Bundesliga,9810,9823,Away Win
2013/2014,Germany 1. Bundesliga,10189,9904,Home Win
2013/2014,Germany 1. Bundesliga,9788,8178,Away Win
2013/2014,Germany 1. Bundesliga,10269,8406,Away Win
2013/2014,Germany 1. Bundesliga,8721,9905,Home Win
2013/2014,Germany 1. Bundesliga,8697,9789,Away Win
2013/2014,Germany 1. Bundesliga,8165,9823,Away Win
2013/2014,Germany 1. Bundesliga,8358,8226,Draw
2013/2014,Germany 1. Bundesliga,9790,8177,Away Win
2013/2014,Germany 1. Bundesliga,9810,9776,Home Win
2013/2014,Germany 1. Bundesliga,9789,9810,Home Win
2013/2014,Germany 1. Bundesliga,9823,8358,Home Win
2013/2014,Germany 1. Bundesliga,8178,10189,Away Win
2013/2014,Germany 1. Bundesliga,8697,9788,Draw
2013/2014,Germany 1. Bundesliga,8226,10269,Home Win
2013/2014,Germany 1. Bundesliga,9905,9904,Home Win
2013/2014,Germany 1. Bundesliga,8406,8165,Away Win
2013/2014,Germany 1. Bundesliga,9776,9790,Home Win
2013/2014,Germany 1. Bundesliga,8177,8721,Away Win
2013/2014,Germany 1. Bundesliga,10189,9905,Draw
2013/2014,Germany 1. Bundesliga,9788,8226,Draw
2013/2014,Germany 1. Bundesliga,10269,8177,Away Win
2013/2014,Germany 1. Bundesliga,9904,9823,Away Win
2013/2014,Germany 1. Bundesliga,8721,8178,Home Win
2013/2014,Germany 1. Bundesliga,8165,9776,Home Win
2013/2014,Germany 1. Bundesliga,8358,8406,Away Win
2013/2014,Germany 1. Bundesliga,9790,9789,Home Win
2013/2014,Germany 1. Bundesliga,9810,8697,Draw
2013/2014,Germany 1. Bundesliga,9789,8165,Home Win
2013/2014,Germany 1. Bundesliga,9823,10189,Home Win
2013/2014,Germany 1. Bundesliga,8178,9905,Away Win
2013/2014,Germany 1. Bundesliga,8697,9790,Home Win
2013/2014,Germany 1. Bundesliga,8226,8721,Home Win
2013/2014,Germany 1. Bundesliga,8406,9904,Draw
2013/2014,Germany 1. Bundesliga,9776,9788,Draw
2013/2014,Germany 1. Bundesliga,9810,10269,Home Win
2013/2014,Germany 1. Bundesliga,8177,8358,Draw
2013/2014,Germany 1. Bundesliga,10189,8226,Home Win
2013/2014,Germany 1. Bundesliga,9788,8406,Away Win
2013/2014,Germany 1. Bundesliga,10269,9776,Draw
2013/2014,Germany 1. Bundesliga,9904,8178,Draw
2013/2014,Germany 1. Bundesliga,8721,9823,Away Win
2013/2014,Germany 1. Bundesliga,8165,8697,Away Win
2013/2014,Germany 1. Bundesliga,8358,9789,Away Win
2013/2014,Germany 1. Bundesliga,9905,8177,Draw
2013/2014,Germany 1. Bundesliga,9790,9810,Draw
2013/2014,Germany 1. Bundesliga,9789,9788,Away Win
2013/2014,Germany 1. Bundesliga,9823,8178,Home Win
2013/2014,Germany 1. Bundesliga,8697,10269,Draw
2013/2014,Germany 1. Bundesliga,8226,9905,Away Win
2013/2014,Germany 1. Bundesliga,8406,10189,Away Win
2013/2014,Germany 1. Bundesliga,9790,8165,Home Win
2013/2014,Germany 1. Bundesliga,9776,8721,Draw
2013/2014,Germany 1. Bundesliga,9810,8358,Away Win
2013/2014,Germany 1. Bundesliga,8177,9904,Away Win
2013/2014,Germany 1. Bundesliga,10189,9776,Home Win
2013/2014,Germany 1. Bundesliga,9788,8177,Home Win
2013/2014,Germany 1. Bundesliga,8178,8226,Away Win
2013/2014,Germany 1. Bundesliga,10269,9790,Home Win
2013/2014,Germany 1. Bundesliga,9904,9789,Away Win
2013/2014,Germany 1. Bundesliga,8721,8406,Draw
2013/2014,Germany 1. Bundesliga,8165,9810,Away Win
2013/2014,Germany 1. Bundesliga,8358,8697,Home Win
2013/2014,Germany 1. Bundesliga,9905,9823,Away Win
2013/2014,Germany 1. Bundesliga,9789,10189,Draw
2013/2014,Germany 1. Bundesliga,8697,8721,Away Win
2013/2014,Germany 1. Bundesliga,8165,10269,Home Win
2013/2014,Germany 1. Bundesliga,8226,9904,Home Win
2013/2014,Germany 1. Bundesliga,8406,8178,Away Win
2013/2014,Germany 1. Bundesliga,9790,8358,Draw
2013/2014,Germany 1. Bundesliga,9776,9905,Home Win
2013/2014,Germany 1. Bundesliga,9810,9788,Home Win
2013/2014,Germany 1. Bundesliga,8177,9823,Away Win
2013/2014,Germany 1. Bundesliga,9823,8226,Draw
2013/2014,Germany 1. Bundesliga,10189,8177,Home Win
2013/2014,Germany 1. Bundesliga,9788,9790,Home Win
2013/2014,Germany 1. Bundesliga,8178,9776,Draw
2013/2014,Germany 1. Bundesliga,10269,9789,Away Win
2013/2014,Germany 1. Bundesliga,9904,8697,Away Win
2013/2014,Germany 1. Bundesliga,8721,9810,Home Win
2013/2014,Germany 1. Bundesliga,8358,8165,Home Win
2013/2014,Germany 1. Bundesliga,9905,8406,Home Win
2013/2014,Germany 1. Bundesliga,9789,8721,Home Win
2013/2014,Germany 1. Bundesliga,10269,8358,Home Win
2013/2014,Germany 1. Bundesliga,8697,10189,Draw
2013/2014,Germany 1. Bundesliga,8165,9788,Away Win
2013/2014,Germany 1. Bundesliga,8406,9823,Home Win
2013/2014,Germany 1. Bundesliga,9790,8178,Home Win
2013/2014,Germany 1. Bundesliga,9776,9904,Home Win
2013/2014,Germany 1. Bundesliga,9810,9905,Home Win
2013/2014,Germany 1. Bundesliga,8177,8226,Draw
2013/2014,Germany 1. Bundesliga,9789,8697,Home Win
2013/2014,Germany 1. Bundesliga,9823,8165,Home Win
2013/2014,Germany 1. Bundesliga,8178,9788,Home Win
2013/2014,Germany 1. Bundesliga,9904,10189,Home Win
2013/2014,Germany 1. Bundesliga,8226,8358,Draw
2013/2014,Germany 1. Bundesliga,9905,8721,Home Win
2013/2014,Germany 1. Bundesliga,8406,10269,Home Win
2013/2014,Germany 1. Bundesliga,9776,9810,Away Win
2013/2014,Germany 1. Bundesliga,8177,9790,Home Win
2013/2014,Germany 1. Bundesliga,9823,9789,Away Win
2013/2014,Germany 1. Bundesliga,10189,9810,Home Win
2013/2014,Germany 1. Bundesliga,9788,10269,Draw
2013/2014,Germany 1. Bundesliga,8178,8177,Home Win
2013/2014,Germany 1. Bundesliga,9904,9790,Home Win
2013/2014,Germany 1. Bundesliga,8721,8165,Home Win
2013/2014,Germany 1. Bundesliga,8226,8406,Home Win
2013/2014,Germany 1. Bundesliga,8358,9776,Home Win
2013/2014,Germany 1. Bundesliga,9905,8697,Home Win
2013/2014,Germany 1. Bundesliga,9789,9905,Home Win
2013/2014,Germany 1. Bundesliga,10269,10189,Home Win
2013/2014,Germany 1. Bundesliga,8697,8226,Home Win
2013/2014,Germany 1. Bundesliga,8165,8178,Away Win
2013/2014,Germany 1. Bundesliga,8358,9788,Home Win
2013/2014,Germany 1. Bundesliga,8406,8177,Draw
2013/2014,Germany 1. Bundesliga,9790,8721,Away Win
2013/2014,Germany 1. Bundesliga,9776,9823,Away Win
2013/2014,Germany 1. Bundesliga,9810,9904,Away Win
2013/2014,Germany 1. Bundesliga,9823,8697,Home Win
2013/2014,Germany 1. Bundesliga,10189,9788,Away Win
2013/2014,Germany 1. Bundesliga,8178,9789,Draw
2013/2014,Germany 1. Bundesliga,9904,10269,Draw
2013/2014,Germany 1. Bundesliga,8721,8358,Draw
2013/2014,Germany 1. Bundesliga,8226,9810,Draw
2013/2014,Germany 1. Bundesliga,9905,8165,Home Win
2013/2014,Germany 1. Bundesliga,8406,9790,Home Win
2013/2014,Germany 1. Bundesliga,8177,9776,Home Win
2013/2014,Germany 1. Bundesliga,9789,8226,Home Win
2013/2014,Germany 1. Bundesliga,9788,9905,Home Win
2013/2014,Germany 1. Bundesliga,10269,8721,Away Win
2013/2014,Germany 1. Bundesliga,8697,8177,Home Win
2013/2014,Germany 1. Bundesliga,8165,9904,Away Win
2013/2014,Germany 1. Bundesliga,8358,10189,Away Win
2013/2014,Germany 1. Bundesliga,9790,9823,Away Win
2013/2014,Germany 1. Bundesliga,9776,8406,Away Win
2013/2014,Germany 1. Bundesliga,9810,8178,Away Win
2013/2014,Germany 1. Bundesliga,9823,10269,Home Win
2013/2014,Germany 1. Bundesliga,10189,8165,Home Win
2013/2014,Germany 1. Bundesliga,8178,8697,Home Win
2013/2014,Germany 1. Bundesliga,9904,8358,Home Win
2013/2014,Germany 1. Bundesliga,8721,9788,Home Win
2013/2014,Germany 1. Bundesliga,8226,9776,Home Win
2013/2014,Germany 1. Bundesliga,9905,9790,Home Win
2013/2014,Germany 1. Bundesliga,8406,9810,Home Win
2013/2014,Germany 1. Bundesliga,8177,9789,Away Win
2013/2014,Germany 1. Bundesliga,8358,9823,Draw
2013/2014,Germany 1. Bundesliga,10189,8178,Home Win
2013/2014,Germany 1. Bundesliga,9788,8697,Home Win
2013/2014,Germany 1. Bundesliga,10269,8226,Home Win
2013/2014,Germany 1. Bundesliga,9904,9905,Home Win
2013/2014,Germany 1. Bundesliga,8721,8177,Home Win
2013/2014,Germany 1. Bundesliga,8165,8406,Away Win
2013/2014,Germany 1. Bundesliga,9790,9776,Home Win
2013/2014,Germany 1. Bundesliga,9810,9789,Away Win
2013/2014,Germany 1. Bundesliga,9789,9790,Home Win
2013/2014,Germany 1. Bundesliga,9823,9904,Home Win
2013/2014,Germany 1. Bundesliga,8178,8721,Home Win
2013/2014,Germany 1. Bundesliga,8697,9810,Away Win
2013/2014,Germany 1. Bundesliga,8226,9788,Home Win
2013/2014,Germany 1. Bundesliga,9905,10189,Away Win
2013/2014,Germany 1. Bundesliga,8406,8358,Home Win
2013/2014,Germany 1. Bundesliga,9776,8165,Draw
2013/2014,Germany 1. Bundesliga,8177,10269,Away Win
2013/2014,Germany 1. Bundesliga,10189,9823,Away Win
2013/2014,Germany 1. Bundesliga,9788,9776,Home Win
2013/2014,Germany 1. Bundesliga,10269,9810,Draw
2013/2014,Germany 1. Bundesliga,9904,8406,Home Win
2013/2014,Germany 1. Bundesliga,8721,8226,Home Win
2013/2014,Germany 1. Bundesliga,8165,9789,Draw
2013/2014,Germany 1. Bundesliga,8358,8177,Draw
2013/2014,Germany 1. Bundesliga,9905,8178,Away Win
2013/2014,Germany 1. Bundesliga,9790,8697,Away Win
2013/2014,Germany 1. Bundesliga,9789,8358,Home Win
2013/2014,Germany 1. Bundesliga,9823,8721,Home Win
2013/2014,Germany 1. Bundesliga,8178,9904,Home Win
2013/2014,Germany 1. Bundesliga,8697,8165,Draw
2013/2014,Germany 1. Bundesliga,8226,10189,Draw
2013/2014,Germany 1. Bundesliga,8406,9788,Draw
2013/2014,Germany 1. Bundesliga,9776,10269,Away Win
2013/2014,Germany 1. Bundesliga,9810,9790,Draw
2013/2014,Germany 1. Bundesliga,8177,9905,Home Win
2013/2014,Germany 1. Bundesliga,10189,8406,Home Win
2013/2014,Germany 1. Bundesliga,9788,9789,Home Win
2013/2014,Germany 1. Bundesliga,8178,9823,Draw
2013/2014,Germany 1. Bundesliga,10269,8697,Draw
2013/2014,Germany 1. Bundesliga,9904,8177,Draw
2013/2014,Germany 1. Bundesliga,8721,9776,Away Win
2013/2014,Germany 1. Bundesliga,8165,9790,Away Win
2013/2014,Germany 1. Bundesliga,8358,9810,Draw
2013/2014,Germany 1. Bundesliga,9905,8226,Draw
2013/2014,Germany 1. Bundesliga,9789,9904,Home Win
2013/2014,Germany 1. Bundesliga,9823,9905,Home Win
2013/2014,Germany 1. Bundesliga,8697,8358,Draw
2013/2014,Germany 1. Bundesliga,8226,8178,Away Win
2013/2014,Germany 1. Bundesliga,8406,8721,Away Win
2013/2014,Germany 1. Bundesliga,9790,10269,Draw
2013/2014,Germany 1. Bundesliga,9776,10189,Away Win
2013/2014,Germany 1. Bundesliga,9810,8165,Draw
2013/2014,Germany 1. Bundesliga,8177,9788,Home Win
2014/2015,Germany 1. Bundesliga,9823,8721,Home Win
2014/2015,Germany 1. Bundesliga,9789,8178,Away Win
2014/2015,Germany 1. Bundesliga,9788,10269,Draw
2014/2015,Germany 1. Bundesliga,8226,8406,Home Win
2014/2015,Germany 1. Bundesliga,9904,10189,Home Win
2014/2015,Germany 1. Bundesliga,8177,8697,Draw
2014/2015,Germany 1. Bundesliga,9810,8358,Home Win
2014/2015,Germany 1. Bundesliga,8722,9790,Draw
2014/2015,Germany 1. Bundesliga,8460,9905,Draw
2014/2015,Germany 1. Bundesliga,9823,9789,Home Win
2014/2015,Germany 1. Bundesliga,10189,8406,Home Win
2014/2015,Germany 1. Bundesliga,9788,8226,Home Win
2014/2015,Germany 1. Bundesliga,9905,8697,Away Win
2014/2015,Germany 1. Bundesliga,9904,9810,Home Win
2014/2015,Germany 1. Bundesliga,10269,8721,Away Win
2014/2015,Germany 1. Bundesliga,9790,8178,Home Win
2014/2015,Germany 1. Bundesliga,8722,8358,Away Win
2014/2015,Germany 1. Bundesliga,8460,8177,Home Win
2014/2015,Germany 1. Bundesliga,9789,9788,Home Win
2014/2015,Germany 1. Bundesliga,8178,9905,Draw
2014/2015,Germany 1. Bundesliga,8721,9790,Home Win
2014/2015,Germany 1. Bundesliga,8406,8460,Home Win
2014/2015,Germany 1. Bundesliga,8226,8722,Away Win
2014/2015,Germany 1. Bundesliga,8177,9904,Away Win
2014/2015,Germany 1. Bundesliga,8697,10269,Home Win
2014/2015,Germany 1. Bundesliga,9810,9823,Away Win
2014/2015,Germany 1. Bundesliga,8358,10189,Home Win
2014/2015,Germany 1. Bundesliga,9823,8226,Home Win
2014/2015,Germany 1. Bundesliga,10189,8721,Home Win
2014/2015,Germany 1. Bundesliga,9788,9810,Away Win
2014/2015,Germany 1. Bundesliga,9905,8358,Draw
2014/2015,Germany 1. Bundesliga,9904,8178,Away Win
2014/2015,Germany 1. Bundesliga,10269,8406,Away Win
2014/2015,Germany 1. Bundesliga,9790,8697,Home Win
2014/2015,Germany 1. Bundesliga,8722,8177,Away Win
2014/2015,Germany 1. Bundesliga,8460,9789,Draw
2014/2015,Germany 1. Bundesliga,10189,9905,Home Win
2014/2015,Germany 1. Bundesliga,8178,8722,Home Win
2014/2015,Germany 1. Bundesliga,8721,9788,Home Win
2014/2015,Germany 1. Bundesliga,8406,9790,Home Win
2014/2015,Germany 1. Bundesliga,8226,9904,Home Win
2014/2015,Germany 1. Bundesliga,8177,9823,Away Win
2014/2015,Germany 1. Bundesliga,8697,8460,Home Win
2014/2015,Germany 1. Bundesliga,9810,9789,Home Win
2014/2015,Germany 1. Bundesliga,8358,10269,Away Win
2014/2015,Germany 1. Bundesliga,9823,8178,Home Win
2014/2015,Germany 1. Bundesliga,9789,8226,Home Win
2014/2015,Germany 1. Bundesliga,9788,8177,Home Win
2014/2015,Germany 1. Bundesliga,9904,8721,Away Win
2014/2015,Germany 1. Bundesliga,9810,8697,Home Win
2014/2015,Germany 1. Bundesliga,10269,10189,Away Win
2014/2015,Germany 1. Bundesliga,9790,9905,Home Win
2014/2015,Germany 1. Bundesliga,8722,8406,Away Win
2014/2015,Germany 1. Bundesliga,8460,8358,Draw
2014/2015,Germany 1. Bundesliga,10189,8722,Away Win
2014/2015,Germany 1. Bundesliga,8178,9788,Draw
2014/2015,Germany 1. Bundesliga,8721,8460,Draw
2014/2015,Germany 1. Bundesliga,9905,10269,Draw
2014/2015,Germany 1. Bundesliga,8406,9823,Away Win
2014/2015,Germany 1. Bundesliga,8226,9810,Home Win
2014/2015,Germany 1. Bundesliga,8177,9789,Home Win
2014/2015,Germany 1. Bundesliga,8697,9904,Draw
2014/2015,Germany 1. Bundesliga,8358,9790,Draw
2014/2015,Germany 1. Bundesliga,9823,8358,Home Win
2014/2015,Germany 1. Bundesliga,9789,8721,Draw
2014/2015,Germany 1. Bundesliga,9788,8697,Home Win
2014/2015,Germany 1. Bundesliga,8226,8178,Away Win
2014/2015,Germany 1. Bundesliga,9904,8406,Home Win
2014/2015,Germany 1. Bundesliga,9810,8177,Draw
2014/2015,Germany 1. Bundesliga,9790,10269,Away Win
2014/2015,Germany 1. Bundesliga,8722,9905,Draw
2014/2015,Germany 1. Bundesliga,8460,10189,Away Win
2014/2015,Germany 1. Bundesliga,10189,9790,Draw
2014/2015,Germany 1. Bundesliga,8178,9810,Draw
2014/2015,Germany 1. Bundesliga,8721,8722,Home Win
2014/2015,Germany 1. Bundesliga,9905,9823,Away Win
2014/2015,Germany 1. Bundesliga,8406,9788,Home Win
2014/2015,Germany 1. Bundesliga,8177,8226,Away Win
2014/2015,Germany 1. Bundesliga,8697,9789,Home Win
2014/2015,Germany 1. Bundesliga,8358,9904,Draw
2014/2015,Germany 1. Bundesliga,10269,8460,Draw
2014/2015,Germany 1. Bundesliga,10189,9904,Home Win
2014/2015,Germany 1. Bundesliga,8178,9789,Draw
2014/2015,Germany 1. Bundesliga,8721,9823,Home Win
2014/2015,Germany 1. Bundesliga,9905,8460,Home Win
2014/2015,Germany 1. Bundesliga,8406,8226,Home Win
2014/2015,Germany 1. Bundesliga,8697,8177,Home Win
2014/2015,Germany 1. Bundesliga,8358,9810,Home Win
2014/2015,Germany 1. Bundesliga,10269,9788,Away Win
2014/2015,Germany 1. Bundesliga,9790,8722,Away Win
2014/2015,Germany 1. Bundesliga,9823,10189,Draw
2014/2015,Germany 1. Bundesliga,9789,8406,Away Win
2014/2015,Germany 1. Bundesliga,9788,8358,Home Win
2014/2015,Germany 1. Bundesliga,8226,8697,Away Win
2014/2015,Germany 1. Bundesliga,9904,9905,Draw
2014/2015,Germany 1. Bundesliga,8177,8178,Away Win
2014/2015,Germany 1. Bundesliga,9810,8721,Draw
2014/2015,Germany 1. Bundesliga,8722,10269,Draw
2014/2015,Germany 1. Bundesliga,8460,9790,Away Win
2014/2015,Germany 1. Bundesliga,10189,9823,Draw
2014/2015,Germany 1. Bundesliga,8178,8177,Home Win
2014/2015,Germany 1. Bundesliga,8721,9810,Draw
2014/2015,Germany 1. Bundesliga,9905,9904,Draw
2014/2015,Germany 1. Bundesliga,8406,9789,Away Win
2014/2015,Germany 1. Bundesliga,8697,8226,Draw
2014/2015,Germany 1. Bundesliga,8358,9788,Draw
2014/2015,Germany 1. Bundesliga,10269,8722,Away Win
2014/2015,Germany 1. Bundesliga,9790,8460,Away Win
2014/2015,Germany 1. Bundesliga,10189,9788,Home Win
2014/2015,Germany 1. Bundesliga,8721,8226,Home Win
2014/2015,Germany 1. Bundesliga,9905,8177,Away Win
2014/2015,Germany 1. Bundesliga,8406,9810,Draw
2014/2015,Germany 1. Bundesliga,8697,8178,Home Win
2014/2015,Germany 1. Bundesliga,8358,9789,Away Win
2014/2015,Germany 1. Bundesliga,10269,9823,Away Win
2014/2015,Germany 1. Bundesliga,9790,9904,Home Win
2014/2015,Germany 1. Bundesliga,8722,8460,Draw
2014/2015,Germany 1. Bundesliga,9823,9790,Home Win
2014/2015,Germany 1. Bundesliga,9789,9905,Home Win
2014/2015,Germany 1. Bundesliga,8178,8721,Away Win
2014/2015,Germany 1. Bundesliga,9788,8722,Home Win
2014/2015,Germany 1. Bundesliga,8226,10269,Home Win
2014/2015,Germany 1. Bundesliga,9904,8460,Away Win
2014/2015,Germany 1. Bundesliga,8177,8358,Away Win
2014/2015,Germany 1. Bundesliga,8697,8406,Home Win
2014/2015,Germany 1. Bundesliga,9810,10189,Home Win
2014/2015,Germany 1. Bundesliga,10189,8697,Draw
2014/2015,Germany 1. Bundesliga,8721,8177,Home Win
2014/2015,Germany 1. Bundesliga,9905,9810,Home Win
2014/2015,Germany 1. Bundesliga,8406,8178,Draw
2014/2015,Germany 1. Bundesliga,8358,8226,Draw
2014/2015,Germany 1. Bundesliga,10269,9789,Away Win
2014/2015,Germany 1. Bundesliga,9790,9788,Draw
2014/2015,Germany 1. Bundesliga,8722,9904,Draw
2014/2015,Germany 1. Bundesliga,8460,9823,Away Win
2014/2015,Germany 1. Bundesliga,9823,8722,Home Win
2014/2015,Germany 1. Bundesliga,9789,10189,Home Win
2014/2015,Germany 1. Bundesliga,8178,8358,Home Win
2014/2015,Germany 1. Bundesliga,9788,8460,Home Win
2014/2015,Germany 1. Bundesliga,8226,9905,Home Win
2014/2015,Germany 1. Bundesliga,9904,10269,Draw
2014/2015,Germany 1. Bundesliga,8177,8406,Home Win
2014/2015,Germany 1. Bundesliga,8697,8721,Away Win
2014/2015,Germany 1. Bundesliga,9810,9790,Home Win
2014/2015,Germany 1. Bundesliga,10189,8226,Home Win
2014/2015,Germany 1. Bundesliga,9905,9788,Draw
2014/2015,Germany 1. Bundesliga,8406,8721,Home Win
2014/2015,Germany 1. Bundesliga,9904,9823,Away Win
2014/2015,Germany 1. Bundesliga,8358,8697,Away Win
2014/2015,Germany 1. Bundesliga,10269,8177,Draw
2014/2015,Germany 1. Bundesliga,9790,9789,Draw
2014/2015,Germany 1. Bundesliga,8722,9810,Home Win
2014/2015,Germany 1. Bundesliga,8460,8178,Away Win
2014/2015,Germany 1. Bundesliga,9789,8722,Draw
2014/2015,Germany 1. Bundesliga,8178,10269,Home Win
2014/2015,Germany 1. Bundesliga,8721,8358,Home Win
2014/2015,Germany 1. Bundesliga,9788,9904,Home Win
2014/2015,Germany 1. Bundesliga,8406,9905,Away Win
2014/2015,Germany 1. Bundesliga,8226,9790,Home Win
2014/2015,Germany 1. Bundesliga,8177,10189,Draw
2014/2015,Germany 1. Bundesliga,8697,9823,Away Win
2014/2015,Germany 1. Bundesliga,9810,8460,Home Win
2014/2015,Germany 1. Bundesliga,9823,9788,Away Win
2014/2015,Germany 1. Bundesliga,10189,8178,Away Win
2014/2015,Germany 1. Bundesliga,9905,8721,Draw
2014/2015,Germany 1. Bundesliga,9904,9789,Away Win
2014/2015,Germany 1. Bundesliga,8358,8406,Home Win
2014/2015,Germany 1. Bundesliga,10269,9810,Home Win
2014/2015,Germany 1. Bundesliga,9790,8177,Away Win
2014/2015,Germany 1. Bundesliga,8722,8697,Draw
2014/2015,Germany 1. Bundesliga,8460,8226,Draw
2014/2015,Germany 1. Bundesliga,9789,9823,Away Win
2014/2015,Germany 1. Bundesliga,8178,9790,Home Win
2014/2015,Germany 1. Bundesliga,8721,10269,Home Win
2014/2015,Germany 1. Bundesliga,8406,10189,Draw
2014/2015,Germany 1. Bundesliga,8226,9788,Away Win
2014/2015,Germany 1. Bundesliga,8177,8460,Home Win
2014/2015,Germany 1. Bundesliga,8697,9905,Draw
2014/2015,Germany 1. Bundesliga,9810,9904,Draw
2014/2015,Germany 1. Bundesliga,8358,8722,Home Win
2014/2015,Germany 1. Bundesliga,9823,9810,Home Win
2014/2015,Germany 1. Bundesliga,10189,8358,Draw
2014/2015,Germany 1. Bundesliga,9788,9789,Home Win
